!Series_title	"Dioxin-induced gene expression changes in MCF-7 human breast cancer cells"
!Series_geo_accession	"GSE7765"
!Series_status	"Public on May 12 2007"
!Series_submission_date	"May 09 2007"
!Series_last_update_date	"Aug 29 2013"
!Series_pubmed_id	"17517823"
!Series_summary	"MCF7 cells were treated with DMSO or 100 nM Dioxin for 16 hr.  Gene expression changes were quantified by microarray analyses."
!Series_summary	"Keywords: dose response"
!Series_overall_design	"HU133A and B arrays were used to quantify differences in RNA after treatment with 100 nM dioxin for 16 h.  The experiment was repeated 3 times."
!Series_type	"Expression profiling by array"
!Series_contributor	"Diana,,Yoon"
!Series_contributor	"Oliver,,Hankinson"
!Series_sample_id	"GSM188012 GSM188013 GSM188014 GSM188015 GSM188016 GSM188017 GSM188018 GSM188019 GSM188020 GSM188021 GSM188022 GSM188023 "
!Series_contact_name	"Oliver ,,Hankinson"
!Series_contact_email	"ohank@mednet.ucla.edu"
!Series_contact_phone	"(310) 825-2936"
!Series_contact_fax	"(310) 794-9272"
!Series_contact_laboratory	"CHS-Hankinson"
!Series_contact_department	"Pathology and Laboratory Medicine"
!Series_contact_institute	"UCLA"
!Series_contact_address	"PO Box 951732"
!Series_contact_city	"Los Angeles"
!Series_contact_state	"CA"
!Series_contact_zip/postal_code	"90095-1732"
!Series_contact_country	"USA"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/series/GSE7765/GSE7765_RAW.tar"
!Series_platform_id	"GPL96"
!Series_platform_id	"GPL97"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA99779"

!Sample_title	"DMSO treated MCF7 breast cancer cells [HG-U133A] Exp 1"	"Dioxin treated MCF7 breast cancer cells [HG-U133A] Exp 1"	"DMSO treated MCF7 breast cancer cells [HG-U133A] Exp 2"	"Dioxin treated MCF7 breast cancer cells [HG-U133A] Exp 2"	"DMSO treated MCF7 breast cancer cells [HG-U133A] Exp 3"	"Dioxin treated MCF7 breast cancer cells [HG-U133A] Exp 3"
!Sample_geo_accession	"GSM188013"	"GSM188014"	"GSM188016"	"GSM188018"	"GSM188020"	"GSM188022"
!Sample_status	"Public on May 12 2007"	"Public on May 12 2007"	"Public on May 12 2007"	"Public on May 12 2007"	"Public on May 12 2007"	"Public on May 12 2007"
!Sample_submission_date	"May 08 2007"	"May 08 2007"	"May 08 2007"	"May 08 2007"	"May 08 2007"	"May 08 2007"
!Sample_last_update_date	"May 11 2007"	"May 11 2007"	"May 11 2007"	"May 11 2007"	"May 11 2007"	"May 11 2007"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"MCF7 human breast cancer cells, DMSO-treated"	"MCF7 human breast cancer cells, dioxin-treated"	"MCF7 human breast cancer cells, DMSO-treated"	"MCF7 human breast cancer cells, dioxin-treated"	"MCF7 human breast cancer cells, DMSO-treated"	"MCF7 human breast cancer cells, dioxin-treated"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"16 hr DMSO treatment"	"16 hr dioxin treatment"	"16 hr DMSO treatment"	"16 hr dioxin treatment"	"16 hr DMSO treatment"	"16 hr dioxin treatment"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Qiagen RNeasy kit"	"Qiagen RNeasy kit"	"Qiagen RNeasy kit"	"Qiagen RNeasy kit"	"Qiagen RNeasy kit"	"Qiagen RNeasy kit"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Enzo Biotin labeling"	"Enzo Biotin labeling"	"Enzo Biotin labeling"	"Enzo Biotin labeling"	"Enzo Biotin labeling"	"Enzo Biotin labeling"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."	"15ug of CRNA was fragmented, fragmented product was checked on gel(average size 100nt), Hybridization cocktail added and hybed on HG_U133A arrays.  Washed with non-stringent wash buffer (A) and stained with SAPE solution."
!Sample_scan_protocol	"HP Genechip Scanner (fixed pixel and wavelength)"	"HP Genechip Scanner (fixed pixel and wavelength)"	"HP Genechip Scanner (fixed pixel and wavelength)"	"HP Genechip Scanner (fixed pixel and wavelength)"	"HP Genechip Scanner (fixed pixel and wavelength)"	"HP Genechip Scanner (fixed pixel and wavelength)"
!Sample_description	"MCF7 human breast cancer cells treated with DMSO and used as a control in a 2 platform, three replicate experiment"	"MCF7 human breast cancer cells treated with 100 nM of dioxin to quantify RNA differences in a 2 platform, three replicate experiment"	"MCF7 human breast cancer cells treated with DMSO and used as a control in a 2 platform, three replicate experiment"	"MCF7 human breast cancer cells treated with 100 nM of dioxin to quantify RNA differences in a 2 platform, three replicate experiment"	"MCF7 human breast cancer cells treated with DMSO and used as a control in a 2 platform, three replicate experiment"	"MCF7 human breast cancer cells treated with 100 nM of dioxin to quantify RNA differences in a 2 platform, three replicate experiment"
!Sample_data_processing	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"	"Probe array type- HG_U133 A. Parameters - defaults. Normalization - all probe sets. Scaling - all probe sets (Target signal - 2500)"
!Sample_platform_id	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"
!Sample_contact_name	"Oliver ,,Hankinson"	"Oliver ,,Hankinson"	"Oliver ,,Hankinson"	"Oliver ,,Hankinson"	"Oliver ,,Hankinson"	"Oliver ,,Hankinson"
!Sample_contact_email	"ohank@mednet.ucla.edu"	"ohank@mednet.ucla.edu"	"ohank@mednet.ucla.edu"	"ohank@mednet.ucla.edu"	"ohank@mednet.ucla.edu"	"ohank@mednet.ucla.edu"
!Sample_contact_phone	"(310) 825-2936"	"(310) 825-2936"	"(310) 825-2936"	"(310) 825-2936"	"(310) 825-2936"	"(310) 825-2936"
!Sample_contact_fax	"(310) 794-9272"	"(310) 794-9272"	"(310) 794-9272"	"(310) 794-9272"	"(310) 794-9272"	"(310) 794-9272"
!Sample_contact_laboratory	"CHS-Hankinson"	"CHS-Hankinson"	"CHS-Hankinson"	"CHS-Hankinson"	"CHS-Hankinson"	"CHS-Hankinson"
!Sample_contact_department	"Pathology and Laboratory Medicine"	"Pathology and Laboratory Medicine"	"Pathology and Laboratory Medicine"	"Pathology and Laboratory Medicine"	"Pathology and Laboratory Medicine"	"Pathology and Laboratory Medicine"
!Sample_contact_institute	"UCLA"	"UCLA"	"UCLA"	"UCLA"	"UCLA"	"UCLA"
!Sample_contact_address	"PO Box 951732"	"PO Box 951732"	"PO Box 951732"	"PO Box 951732"	"PO Box 951732"	"PO Box 951732"
!Sample_contact_city	"Los Angeles"	"Los Angeles"	"Los Angeles"	"Los Angeles"	"Los Angeles"	"Los Angeles"
!Sample_contact_state	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"
!Sample_contact_zip/postal_code	"90095-1732"	"90095-1732"	"90095-1732"	"90095-1732"	"90095-1732"	"90095-1732"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188013/GSM188013.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188014/GSM188014.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188016/GSM188016.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188018/GSM188018.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188020/GSM188020.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188022/GSM188022.CEL.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188013/GSM188013.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188014/GSM188014.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188016/GSM188016.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188018/GSM188018.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188020/GSM188020.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188022/GSM188022.CHP.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188013/GSM188013.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188014/GSM188014.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188016/GSM188016.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188018/GSM188018.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188020/GSM188020.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM188nnn/GSM188022/GSM188022.EXP.gz"
!Sample_data_row_count	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"
!series_matrix_table_begin
"ID_REF"	"GSM188013"	"GSM188014"	"GSM188016"	"GSM188018"	"GSM188020"	"GSM188022"
"1007_s_at"	15630.2	17048.8	13667.5	15138.8	10766.6	15680.8
"1053_at"	3614.4	3563.22	2604.65	1945.71	3371.29	3406.66
"117_at"	1032.67	1164.15	510.692	5061.2	452.166	400.477
"121_at"	5917.8	6826.67	4562.44	5870.13	3869.48	3680.44
"1255_g_at"	224.525	395.025	207.087	164.835	111.609	130.123
"1294_at"	799.786	839.787	592.434	593.632	431.526	332.962
"1316_at"	721.803	933.649	454.505	591.777	349.578	525.352
"1320_at"	135.289	100.369	353.498	229.589	230.143	340.561
"1405_i_at"	22.5837	35.6352	27.7471	31.0715	27.9807	21.7842
"1431_at"	244.274	84.1136	245.64	306.006	144.607	78.7816
"1438_at"	982.941	950.958	1719.5	1916.25	813.404	1014.99
"1487_at"	3357.67	4339.21	3349.4	5243.59	2452.56	2972.95
"1494_f_at"	1128.36	1494.82	964.864	1566.91	646.799	730.844
"1598_g_at"	2704.66	2992.79	2517.43	2338.4	1758.66	2312.82
"160020_at"	2414.77	2017.22	2407.63	2617.81	1695.78	1604.71
"1729_at"	2541.93	2383.29	1977.43	2579.51	2550.81	2178.47
"1773_at"	1310.27	1617.52	1544.73	1053.63	1249.76	1568.98
"177_at"	1383.6	1505.6	586.231	560.949	607.696	399.945
"179_at"	5404.59	6013.44	6408.97	7466.94	3438.3	4273.76
"1861_at"	1170.79	1229.52	1021.42	1248.29	958.309	1066.79
"200000_s_at"	8295.73	9382.59	10897.4	10423.8	8893.7	8997.35
"200001_at"	22909.2	25503.9	31229	33044.7	22132.3	27102.7
"200002_at"	58802.9	59860.6	50068.7	59120.8	51905	56986.2
"200003_s_at"	60258.4	56225.3	54412.1	62034.2	62606.9	63056.8
"200004_at"	29422.1	27212.2	29633.3	29720.7	38437.7	39154.7
"200005_at"	8987.72	10488.7	13080.8	13578	14721.5	15262.2
"200006_at"	38714.1	36879.1	34688.1	31802.8	37456.2	37640.1
"200007_at"	28371.5	29704.4	26312.7	26432.5	26785.1	27693.2
"200008_s_at"	16435.1	16667.8	17847	18083.7	21372.7	22798.9
"200009_at"	31169.3	30004.3	34044.8	37653.2	39194.3	41289.8
"200010_at"	57372	44915.2	46578.8	53270.1	46254.2	54145.5
"200011_s_at"	18261.9	19635.2	22345.1	20649.6	17509	21299.9
"200012_x_at"	43239.7	47604.3	44539.5	48674.8	40511.5	53384.5
"200013_at"	56019.8	57166.7	54883.5	60856.8	56834	60504.6
"200014_s_at"	13273.3	12935.6	15264	13516.2	19768.6	17326.5
"200015_s_at"	13536.1	13089.3	13892.5	12634.9	17073.8	15417.4
"200016_x_at"	52410	52058.1	48146	47472.8	54389.5	54450
"200017_at"	54606.9	55359.3	52274.7	47960	45419.8	52782
"200018_at"	60690.2	57714.6	51666.4	61542.9	54539.8	60716.1
"200019_s_at"	57052.7	53855.8	46644.7	51543	52978.5	51124.2
"200020_at"	13498.3	12559.1	19767.3	20511.9	21372.4	24133.5
"200021_at"	74344.6	79540.8	67671.3	74161.3	66481.2	75242.3
"200022_at"	66939.5	67144	58757	77770.2	71023.8	62183
"200023_s_at"	12401.3	12489.6	11235.5	11143.4	13677.6	13772.5
"200024_at"	55299	50449	44887.7	46145	48734.1	52317
"200025_s_at"	55762.6	54274.7	50850.2	58409.1	53004.6	54927.8
"200026_at"	55060.3	57905	44072.2	55943.3	53137.6	61100.3
"200027_at"	10142.3	11081.3	12891	13635.2	15121.4	13625.9
"200028_s_at"	17717.9	18027.2	23031.5	20928.8	22229.2	21809.6
"200029_at"	41861.4	41687.9	40121.5	45955.8	46108.4	50487.6
"200030_s_at"	42078.1	43275.4	45046.1	47555.4	48346.2	54995.1
"200031_s_at"	76928	71095.6	64141.2	78176.7	72745.9	68132.7
"200032_s_at"	73841.6	66863.9	59260.7	63291.7	61957.2	69308.3
"200033_at"	40457.2	38620.4	30747.1	29872.2	32749.2	33204.9
"200034_s_at"	52850.3	52220.5	44209.4	49179	46394.8	47280.5
"200035_at"	6274.4	5227.1	3902.24	3237.33	2730.7	3243.45
"200036_s_at"	38270.9	40535.5	38560.4	47395.4	44568.6	42833.3
"200037_s_at"	22834.3	20552.5	20899.8	18933.6	23776.6	20936.7
"200038_s_at"	44091.9	44744.5	41851.8	46417	44322.1	48449.9
"200039_s_at"	17648.2	18488	23033.9	33400.8	21955.3	25224
"200040_at"	17110.9	16906	18730.3	15867.7	20184.1	20332.1
"200041_s_at"	25813.3	26314	31116.4	30774	24509.4	26355.2
"200042_at"	5709.45	6684.57	8307.83	10099.6	8215.68	8137.14
"200043_at"	44345.5	47798.3	43331.3	32902.4	33984.8	31147.9
"200044_at"	19415.3	19809.5	23933.2	26859.9	22486.6	21731.3
"200045_at"	8218.69	9621.56	11080.5	13499.2	12043.7	12414.7
"200046_at"	15037.6	14421.2	16064.4	15907.8	19518.4	20743.6
"200047_s_at"	22706.2	23937.5	18820.3	18727.1	22232.4	20629.7
"200048_s_at"	24042.7	24858.9	25298.4	26437.7	28236.4	30861.5
"200049_at"	4875.79	5194.51	6343.29	6329	5589.39	5484.82
"200050_at"	9233.54	10360.8	8255.57	8355.69	7352.81	8053.17
"200051_at"	2711.38	2491.48	3030.75	2649.73	3273.52	3386.63
"200052_s_at"	17355.5	17581.7	19721.7	17698.2	24246	20851.1
"200053_at"	6811.34	6416.69	5753.3	5861.56	4103.23	3787.09
"200054_at"	2900	2432.51	2138.73	2308.01	2414.19	2308.27
"200055_at"	8355.62	8683.78	9840.5	9580.46	7162.95	7433.93
"200056_s_at"	2937.37	2681.3	2900.11	2281.36	3926.66	2953.8
"200057_s_at"	32643.3	32667.9	32597.5	35749.1	31759.6	34335.8
"200058_s_at"	15458.3	16012.8	17008.7	15208.7	18283.5	18935.4
"200059_s_at"	29366.4	35030	37067.3	31406.6	37551.1	38109.6
"200060_s_at"	18703.6	21256.5	15881.5	18205.7	19027.3	20277
"200061_s_at"	63939.6	63768.4	54806	60375.2	54419.5	63407
"200062_s_at"	99077.4	97452.3	78495.6	97434.1	80438.8	91328.4
"200063_s_at"	58211	59429.5	47004	44265.1	50331.9	51472.2
"200064_at"	44297.9	55325.4	52055	71524	59551.1	63419.7
"200065_s_at"	36006.5	36258.2	30766.8	36195.2	31420.6	34429
"200066_at"	6153.39	6382.28	5831.46	6647.05	6264.23	5655.17
"200067_x_at"	10194.2	10601.5	9282.99	9882.53	11138.8	10550.3
"200068_s_at"	32048.5	33713.2	32973.9	37242	34855.2	37763.4
"200069_at"	2723.61	2572.9	3077.87	2356.72	2698.07	2910.33
"200070_at"	5200.39	5654.59	3783.2	2736.05	3040.5	3469.92
"200071_at"	4433.52	4635.13	5154.7	5243.23	5405.77	5652.22
"200072_s_at"	10893.5	11079.6	16864.2	16885.6	21290.4	22348.1
"200073_s_at"	15528	15211.7	11879.6	9753.07	18304	16337.7
"200074_s_at"	24173.4	25403.9	30466.5	32639.7	30174.5	33210.1
"200075_s_at"	5655.92	5312.23	6945.52	6320.43	5307.79	5627.86
"200076_s_at"	4979.2	5008.62	5385.13	6002.57	6906.89	7051.58
"200077_s_at"	39330.2	36646.1	37962.9	38948.7	44846.2	42076.4
"200078_s_at"	9841.36	10836.9	9720.32	11639.5	7619.42	7814.95
"200079_s_at"	24959.6	26902.3	27185.3	30197.5	25541.7	31438.6
"200080_s_at"	47798.7	49018	28392.4	24397.6	32817.6	28442.9
"200081_s_at"	61266.5	60435.5	51624.5	58870.2	55297.2	60177.3
"200082_s_at"	53728.2	52393.5	54921	57014.4	50894.3	62364
"200083_at"	8133.02	8050.4	9085.89	8961.05	6465.7	7508.36
"200084_at"	14248.9	13711.3	15717.2	12442.4	17733.7	14629.5
"200085_s_at"	16445.3	14624.2	18004.1	17866.2	23018.7	19732
"200086_s_at"	23217.7	22600.7	21920.1	23078.5	23720.9	24374.9
"200087_s_at"	24386.2	23398.5	23969.2	24183.8	28296.8	26046.1
"200088_x_at"	71777.1	75018.1	67371.4	79429.8	78238.7	81810.9
"200089_s_at"	39316.2	40630.4	34054.7	34144.7	37535.2	38011.6
"200090_at"	4760.37	5077.18	4770.91	4196.74	3793.41	4453.57
"200091_s_at"	41887.8	39834.7	33813.3	35524.1	35069.8	33382.9
"200092_s_at"	56458	53413.3	49304.2	54924.7	51035.1	55965.3
"200093_s_at"	15985.4	14550	18478.2	19542.2	18865.6	16501.4
"200094_s_at"	51980.5	51775.6	33555.5	38499.9	26651.2	33627.2
"200095_x_at"	102620	97744.2	77490.8	92468	84234.3	91366.1
"200096_s_at"	23185.4	22530.2	24920.8	27457.7	24716.8	24552.7
"200097_s_at"	18706.5	16723.1	15679	14147.8	19022.6	18730.9
"200098_s_at"	13588.5	12414.2	12438.3	10854.1	14785	14705.3
"200099_s_at"	79838.9	73441.6	60296.7	70484.3	68954.9	71738.3
"200593_s_at"	11670	12547.4	13599.4	13121.1	14867.1	14160.2
"200594_x_at"	26288	28981	28995.5	28700.8	30219.8	32651.3
"200595_s_at"	8174.29	8241.41	7141.4	8225.57	9119.14	8383.05
"200596_s_at"	3166.58	3485.39	3988.03	4171.87	6242.02	5949.08
"200597_at"	2004.99	2875.08	1238.47	1365.69	1381.68	1317.7
"200598_s_at"	9040.19	8128.66	12731.2	10636.4	12653.9	10471
"200599_s_at"	17124.3	18853	25764.1	17699.2	24730.3	18506.3
"200600_at"	99.1634	119.724	148.477	310.162	54.0919	42.9087
"200601_at"	10963.8	9575.21	6925.99	8929.05	10728.9	9921.93
"200602_at"	2927.6	3178.76	2429.23	3177	3218.84	2161.87
"200603_at"	17933.2	17993.2	19281.9	14684	16884.3	14940.6
"200604_s_at"	13018.9	13196.3	21251.6	18029.8	22142.9	22428.3
"200605_s_at"	21420.2	19918.6	27374.8	19680.1	28307.2	25680.8
"200606_at"	18753.4	22435.9	19533.8	14969.4	16116.1	16050.5
"200607_s_at"	9949.99	8494.31	7929.52	6331.18	8004.16	8583.11
"200608_s_at"	12202.4	11656.1	11688.5	7731.62	10468.7	8088.5
"200609_s_at"	7477.02	8035.04	8204.1	9223.71	7966.54	11041.3
"200610_s_at"	26460	29796.6	24845.6	24014	33750.6	37521.7
"200611_s_at"	9964.92	10446.4	15496.9	18503.1	13176.1	13616.1
"200612_s_at"	3254.03	3992.05	3118.85	3016.89	1870.11	1556.36
"200613_at"	19657.3	13983.7	19963.8	20304.5	20905.9	20653.6
"200614_at"	65458.2	68374	57145.5	73100.8	60942.6	64070.5
"200615_s_at"	3714.72	3903.3	4844.18	4473.65	4805.23	3685.04
"200616_s_at"	5037.96	4174.45	4455.71	3498.54	6211.81	9007.32
"200617_at"	11669.5	9202.94	6425.04	6470.13	7091.11	6340.01
"200618_at"	10337.6	10300.1	15290.6	13203	13233.4	10546
"200619_at"	9339.09	9995.28	13862.8	12807.5	13214.6	15432.9
"200620_at"	9897.14	9542.2	12444.8	14516.6	11943.6	12415
"200621_at"	10505.9	10244.5	8292.87	7292.65	6406.29	6900.12
"200622_x_at"	6193.57	6253.71	9446.88	8116.37	6280.88	6587.55
"200623_s_at"	9431.79	9016.47	15311.8	13593.4	6578.04	8099.53
"200624_s_at"	17817.8	19936.6	20585.9	15364.2	21957.1	17184.7
"200625_s_at"	11794.6	12021.4	13207.4	11936.2	11072.8	13784.5
"200626_s_at"	15102.6	14129.5	15678.8	13891.9	19804.2	16108.1
"200627_at"	48980.2	45332.2	36900.5	42924.4	45376.5	43305.3
"200628_s_at"	4534.6	4117.83	4771.84	4889.36	4162.96	4259.94
"200629_at"	4981.25	6217.92	5597.8	5827.33	6896.73	6645.96
